category,categoryName,categoryPos,story,feature,varPos,varRank,endX,endY,join
Story of Grandmother,Red Riding Hood,4,"Schneller, C. (1867, trans. 2007 by D. Ashliman). ""Cappelin Rosso""","THE GUARDIAN : Other (Father, Brother, Grandmother)",4,11,8,-40,link
Story of Grandmother,Red Riding Hood,4,"Schneller, C. (1867, trans. 2007 by D. Ashliman). ""Cappelin Rosso""",THE RELATIVE : Grandmother,5,5,8,-40,link
Story of Grandmother,Red Riding Hood,4,"Calvino, I. (1956, trans. 1980 by G. Martin) ""The False Grandmother""",SPECIES OF THE VICTIM : Human,1,8,8,-41,link
Story of Grandmother,Red Riding Hood,4,"Calvino, I. (1956, trans. 1980 by G. Martin) ""The False Grandmother""",NUMBER OF VICTIM : Single,2,2,8,-41,link
Story of Grandmother,Red Riding Hood,4,"Calvino, I. (1956, trans. 1980 by G. Martin) ""The False Grandmother""","SPECIES OF THE VILLAIN : Other (Tiger, Lion, Ogre, Fox, Hyena, Alligator)",3,10,8,-41,link
Story of Grandmother,Red Riding Hood,4,"Calvino, I. (1956, trans. 1980 by G. Martin) ""The False Grandmother""",THE GUARDIAN : Mother,4,4,8,-41,link
Story of Grandmother,Red Riding Hood,4,"Calvino, I. (1956, trans. 1980 by G. Martin) ""The False Grandmother""",THE RELATIVE : Grandmother,5,5,8,-41,link
Perrault's Tale,Red Riding Hood,4,"Perrault, C. (1697). ""Le Petit Chaperon Rouge"" ",SPECIES OF THE VICTIM : Human,1,8,8,-42,link
Perrault's Tale,Red Riding Hood,4,"Perrault, C. (1697). ""Le Petit Chaperon Rouge"" ",NUMBER OF VICTIM : Single,2,2,8,-42,link
Perrault's Tale,Red Riding Hood,4,"Perrault, C. (1697). ""Le Petit Chaperon Rouge"" ",SPECIES OF THE VILLAIN : Wolf,3,3,8,-42,link
Perrault's Tale,Red Riding Hood,4,"Perrault, C. (1697). ""Le Petit Chaperon Rouge"" ",THE GUARDIAN : Mother,4,4,8,-42,link
Perrault's Tale,Red Riding Hood,4,"Perrault, C. (1697). ""Le Petit Chaperon Rouge"" ",THE RELATIVE : Grandmother,5,5,8,-42,link
Perrault's Tale,Red Riding Hood,4,"Perrault, C. (1697). ""Le Petit Chaperon Rouge"" ",THE VILLAIN’S DISGUISE : Disguises as the relative,6,13,8,-42,link
Red Riding Hood Tales,Red Riding Hood,4,"A. H. Wratislaw (1889) “Little Red Hood""",SPECIES OF THE VICTIM : Human,1,8,8,-43,link
Red Riding Hood Tales,Red Riding Hood,4,"A. H. Wratislaw (1889) “Little Red Hood""",NUMBER OF VICTIM : Single,2,2,8,-43,link
Red Riding Hood Tales,Red Riding Hood,4,"A. H. Wratislaw (1889) “Little Red Hood""",SPECIES OF THE VILLAIN : Wolf,3,3,8,-43,link
Red Riding Hood Tales,Red Riding Hood,4,"A. H. Wratislaw (1889) “Little Red Hood""",THE GUARDIAN : Mother,4,4,8,-43,link
Red Riding Hood Tales,Red Riding Hood,4,"A. H. Wratislaw (1889) “Little Red Hood""",THE RELATIVE : Grandmother,5,5,8,-43,link
Red Riding Hood Tales,Red Riding Hood,4,"A. H. Wratislaw (1889) “Little Red Hood""",THE VILLAIN’S DISGUISE : Disguises as the relative,6,13,8,-43,link
Red Riding Hood Tales,Red Riding Hood,4,"Vasconcellos, L. (n.d.) “O Chapelinho Encarnado""",SPECIES OF THE VICTIM : Human,1,8,8,-44,link
Red Riding Hood Tales,Red Riding Hood,4,"Vasconcellos, L. (n.d.) “O Chapelinho Encarnado""",NUMBER OF VICTIM : Single,2,2,8,-44,link
Red Riding Hood Tales,Red Riding Hood,4,"Vasconcellos, L. (n.d.) “O Chapelinho Encarnado""",SPECIES OF THE VILLAIN : Wolf,3,3,8,-44,link
Red Riding Hood Tales,Red Riding Hood,4,"Vasconcellos, L. (n.d.) “O Chapelinho Encarnado""",THE GUARDIAN : Mother,4,4,8,-44,link
Red Riding Hood Tales,Red Riding Hood,4,"Vasconcellos, L. (n.d.) “O Chapelinho Encarnado""",THE RELATIVE : Grandmother,5,5,8,-44,link
Red Riding Hood Tales,Red Riding Hood,4,"Vasconcellos, L. (n.d.) “O Chapelinho Encarnado""",THE VILLAIN’S DISGUISE : Disguises as the relative,6,13,8,-44,link
Red Riding Hood Tales,Red Riding Hood,4,"Calvino, I. (1956, trans. 1980 by G. Martin) ""The Wolf and the Three Girls""",SPECIES OF THE VICTIM : Human,1,8,8,-45,link
Red Riding Hood Tales,Red Riding Hood,4,"Calvino, I. (1956, trans. 1980 by G. Martin) ""The Wolf and the Three Girls""",NUMBER OF VICTIM : Single,2,2,8,-45,link
Red Riding Hood Tales,Red Riding Hood,4,"Calvino, I. (1956, trans. 1980 by G. Martin) ""The Wolf and the Three Girls""",SPECIES OF THE VILLAIN : Wolf,3,3,8,-45,link
Red Riding Hood Tales,Red Riding Hood,4,"Calvino, I. (1956, trans. 1980 by G. Martin) ""The Wolf and the Three Girls""","THE RELATIVE : Other (Aunt/Uncle, Godfather, Mother, Son)",5,12,8,-45,link
Red Riding Hood Tales,Red Riding Hood,4,"Calvino, I. (1956, trans. 1980 by G. Martin) ""The Wolf and the Three Girls""",THE VILLAIN’S DISGUISE : Disguises as the guardian,6,6,8,-45,link
Red Riding Hood Tales,Red Riding Hood,4,"Grimm J. & Grimm W. (1812). ""Rotkäppchen"". Kinder- und Hausmärchen  ",SPECIES OF THE VICTIM : Human,1,8,8,-46,link
Red Riding Hood Tales,Red Riding Hood,4,"Grimm J. & Grimm W. (1812). ""Rotkäppchen"". Kinder- und Hausmärchen  ",NUMBER OF VICTIM : Single,2,2,8,-46,link
Red Riding Hood Tales,Red Riding Hood,4,"Grimm J. & Grimm W. (1812). ""Rotkäppchen"". Kinder- und Hausmärchen  ",SPECIES OF THE VILLAIN : Wolf,3,3,8,-46,link
Red Riding Hood Tales,Red Riding Hood,4,"Grimm J. & Grimm W. (1812). ""Rotkäppchen"". Kinder- und Hausmärchen  ",THE GUARDIAN : Mother,4,4,8,-46,link
Red Riding Hood Tales,Red Riding Hood,4,"Grimm J. & Grimm W. (1812). ""Rotkäppchen"". Kinder- und Hausmärchen  ",THE RELATIVE : Grandmother,5,5,8,-46,link
Red Riding Hood Tales,Red Riding Hood,4,"Grimm J. & Grimm W. (1812). ""Rotkäppchen"". Kinder- und Hausmärchen  ",THE VILLAIN’S DISGUISE : Disguises as the relative,6,13,8,-46,link
Tiger Grandmother,Tiger Grandmother,5,"So-un, K. (1955). ""The Three Little Girls""  ",SPECIES OF THE VICTIM : Human,1,8,8,-47,link
Tiger Grandmother,Tiger Grandmother,5,"So-un, K. (1955). ""The Three Little Girls""  ",NUMBER OF VICTIM : Multiple,2,9,8,-47,link
Tiger Grandmother,Tiger Grandmother,5,"So-un, K. (1955). ""The Three Little Girls""  ","SPECIES OF THE VILLAIN : Other (Tiger, Lion, Ogre, Fox, Hyena, Alligator)",3,10,8,-47,link
Tiger Grandmother,Tiger Grandmother,5,"So-un, K. (1955). ""The Three Little Girls""  ",THE GUARDIAN : Mother,4,4,8,-47,link
Tiger Grandmother,Tiger Grandmother,5,"So-un, K. (1955). ""The Three Little Girls""  ",THE VILLAIN’S DISGUISE : Disguises as the guardian,6,6,8,-47,link
Tiger Grandmother,Tiger Grandmother,5,"In-Sob, Z. (1952) ""The Sun and the Moon""",SPECIES OF THE VICTIM : Human,1,8,8,-48,link
Tiger Grandmother,Tiger Grandmother,5,"In-Sob, Z. (1952) ""The Sun and the Moon""",NUMBER OF VICTIM : Multiple,2,9,8,-48,link
Tiger Grandmother,Tiger Grandmother,5,"In-Sob, Z. (1952) ""The Sun and the Moon""","SPECIES OF THE VILLAIN : Other (Tiger, Lion, Ogre, Fox, Hyena, Alligator)",3,10,8,-48,link
Tiger Grandmother,Tiger Grandmother,5,"In-Sob, Z. (1952) ""The Sun and the Moon""","THE GUARDIAN : Other (Father, Brother, Grandmother)",4,11,8,-48,link
Tiger Grandmother,Tiger Grandmother,5,"In-Sob, Z. (1952) ""The Sun and the Moon""","THE RELATIVE : Other (Aunt/Uncle, Godfather, Mother, Son)",5,12,8,-48,link
Tiger Grandmother,Tiger Grandmother,5,"In-Sob, Z. (1952) ""The Sun and the Moon""",THE VILLAIN’S DISGUISE : Disguises as the guardian,6,6,8,-48,link
Tiger Grandmother,Tiger Grandmother,5,"Maung Htin Aung. (1987). ""The Sun, the Moon and the Evening Star""",SPECIES OF THE VICTIM : Human,1,8,8,-49,link
Tiger Grandmother,Tiger Grandmother,5,"Maung Htin Aung. (1987). ""The Sun, the Moon and the Evening Star""",NUMBER OF VICTIM : Multiple,2,9,8,-49,link
Tiger Grandmother,Tiger Grandmother,5,"Maung Htin Aung. (1987). ""The Sun, the Moon and the Evening Star""","SPECIES OF THE VILLAIN : Other (Tiger, Lion, Ogre, Fox, Hyena, Alligator)",3,10,8,-49,link
Tiger Grandmother,Tiger Grandmother,5,"Maung Htin Aung. (1987). ""The Sun, the Moon and the Evening Star""",THE GUARDIAN : Mother,4,4,8,-49,link
Tiger Grandmother,Tiger Grandmother,5,"Maung Htin Aung. (1987). ""The Sun, the Moon and the Evening Star""",THE VILLAIN’S DISGUISE : Disguises as the guardian,6,6,8,-49,link
Tiger Grandmother,Tiger Grandmother,5,"Seki, K. (1966) ""Oh Sun-God, Let Down the Iron Chain",SPECIES OF THE VICTIM : Human,1,8,8,-50,link
Tiger Grandmother,Tiger Grandmother,5,"Seki, K. (1966) ""Oh Sun-God, Let Down the Iron Chain",NUMBER OF VICTIM : Multiple,2,9,8,-50,link
Tiger Grandmother,Tiger Grandmother,5,"Seki, K. (1966) ""Oh Sun-God, Let Down the Iron Chain","SPECIES OF THE VILLAIN : Other (Tiger, Lion, Ogre, Fox, Hyena, Alligator)",3,10,8,-50,link
Tiger Grandmother,Tiger Grandmother,5,"Seki, K. (1966) ""Oh Sun-God, Let Down the Iron Chain",THE GUARDIAN : Mother,4,4,8,-50,link
Tiger Grandmother,Tiger Grandmother,5,"Seki, K. (1966) ""Oh Sun-God, Let Down the Iron Chain",THE VILLAIN’S DISGUISE : Disguises as the guardian,6,6,8,-50,link
Tiger Grandmother,Tiger Grandmother,5,"Ikeda, H. (1971). ""The Gluttonous Ogress and Children""",SPECIES OF THE VICTIM : Human,1,8,8,-51,link
Tiger Grandmother,Tiger Grandmother,5,"Ikeda, H. (1971). ""The Gluttonous Ogress and Children""",NUMBER OF VICTIM : Multiple,2,9,8,-51,link
Tiger Grandmother,Tiger Grandmother,5,"Ikeda, H. (1971). ""The Gluttonous Ogress and Children""","SPECIES OF THE VILLAIN : Other (Tiger, Lion, Ogre, Fox, Hyena, Alligator)",3,10,8,-51,link
Tiger Grandmother,Tiger Grandmother,5,"Ikeda, H. (1971). ""The Gluttonous Ogress and Children""",THE GUARDIAN : Mother,4,4,8,-51,link
Tiger Grandmother,Tiger Grandmother,5,"Ikeda, H. (1971). ""The Gluttonous Ogress and Children""",THE RELATIVE : Grandmother,5,5,8,-51,link
Tiger Grandmother,Tiger Grandmother,5,"Ikeda, H. (1971). ""The Gluttonous Ogress and Children""",THE VILLAIN’S DISGUISE : Disguises as the guardian,6,6,8,-51,link
Tiger Grandmother,Tiger Grandmother,5,"Kunio, Y. (1958) “O Sun, the iron chain!”",SPECIES OF THE VICTIM : Human,1,8,8,-52,link
Tiger Grandmother,Tiger Grandmother,5,"Kunio, Y. (1958) “O Sun, the iron chain!”",NUMBER OF VICTIM : Multiple,2,9,8,-52,link
Tiger Grandmother,Tiger Grandmother,5,"Kunio, Y. (1958) “O Sun, the iron chain!”","SPECIES OF THE VILLAIN : Other (Tiger, Lion, Ogre, Fox, Hyena, Alligator)",3,10,8,-52,link
Tiger Grandmother,Tiger Grandmother,5,"Kunio, Y. (1958) “O Sun, the iron chain!”",THE GUARDIAN : Mother,4,4,8,-52,link
Tiger Grandmother,Tiger Grandmother,5,"Kunio, Y. (1958) “O Sun, the iron chain!”",THE VILLAIN’S DISGUISE : Disguises as the guardian,6,6,8,-52,link
Tiger Grandmother,Tiger Grandmother,5,Huang Zhijun (1668-1748). “The Tale of the Tiger-Woman”,SPECIES OF THE VICTIM : Human,1,8,8,-53,link
Tiger Grandmother,Tiger Grandmother,5,Huang Zhijun (1668-1748). “The Tale of the Tiger-Woman”,NUMBER OF VICTIM : Multiple,2,9,8,-53,link
Tiger Grandmother,Tiger Grandmother,5,Huang Zhijun (1668-1748). “The Tale of the Tiger-Woman”,"SPECIES OF THE VILLAIN : Other (Tiger, Lion, Ogre, Fox, Hyena, Alligator)",3,10,8,-53,link
Tiger Grandmother,Tiger Grandmother,5,Huang Zhijun (1668-1748). “The Tale of the Tiger-Woman”,"THE GUARDIAN : Other (Father, Brother, Grandmother)",4,11,8,-53,link
Tiger Grandmother,Tiger Grandmother,5,Huang Zhijun (1668-1748). “The Tale of the Tiger-Woman”,THE RELATIVE : Grandmother,5,5,8,-53,link
Tiger Grandmother,Tiger Grandmother,5,Huang Zhijun (1668-1748). “The Tale of the Tiger-Woman”,THE VILLAIN’S DISGUISE : Disguises as the relative,6,13,8,-53,link
